非洲	アフリカ
六月二十	6月20日 (旧暦)
六月廿二	6月22日 (旧暦)
六月初五	6月5日 (旧暦)
六月十九	6月19日 (旧暦)
六月初六	6月6日 (旧暦)
七月初五	7月5日 (旧暦)
六月初三	6月3日 (旧暦)
七月十八	7月18日 (旧暦)
十一月初三	11月3日 (旧暦)
八月初四	8月4日 (旧暦)
十一月十四	11月14日 (旧暦)
冪零元	冪零元
十月初九	10月9日 (旧暦)
八月初八	8月8日 (旧暦)
八月廿四	8月24日 (旧暦)
日本海獅	ニホンアシカ
十月十二	10月12日 (旧暦)
巨羚屬	イランド属
十月廿二	10月22日 (旧暦)
Renault Trucks	ルノートラック
十一月初四	11月4日 (旧暦)
八月廿九	8月29日 (旧暦)
英倫預咗每個人都會做到佢嘅職責	英国は各員がその義務を尽くすことを期待する
七月廿九	7月29日 (旧暦)
十月廿五	10月25日 (旧暦)
九月廿八	9月28日 (旧暦)
十月十九	10月19日 (旧暦)
新貴搖擺	ニュージャックスウィング
八月初二	8月2日 (旧暦)
九月十五	9月15日 (旧暦)
八月初三	8月3日 (旧暦)
九月廿七	9月27日 (旧暦)
十一月初二	11月2日 (旧暦)
九月初五	9月5日 (旧暦)
十一月十三	11月13日 (旧暦)
八月廿二	8月22日 (旧暦)
八月廿五	8月25日 (旧暦)
十月十三	10月13日 (旧暦)
八月初五	8月5日 (旧暦)
八月初一	8月1日 (旧暦)
十月廿一	10月21日 (旧暦)
十月初二	10月2日 (旧暦)
九月初十	9月10日 (旧暦)
十月廿七	10月27日 (旧暦)
九月廿五	9月25日 (旧暦)
九月廿二	9月22日 (旧暦)
十月初八	10月8日 (旧暦)
十月初六	10月6日 (旧暦)
九月十三	9月13日 (旧暦)
八月初九	8月9日 (旧暦)
九月初一	9月1日 (旧暦)
八月十六	8月16日 (旧暦)
八月初十	8月10日 (旧暦)
九月初四	9月4日 (旧暦)
八月十一	8月11日 (旧暦)
九月十一	9月11日 (旧暦)
八月十七	8月17日 (旧暦)
九月十七	9月17日 (旧暦)
八月十四	8月14日 (旧暦)
朗屏站	朗屏駅
八月二十	8月20日 (旧暦)
九月十四	9月14日 (旧暦)
二泉映月	二泉映月
十月廿九	10月29日 (旧暦)
八月廿八	8月28日 (旧暦)
香港足球高級組銀牌賽	香港シニアシールド
十月十五	10月15日 (旧暦)
九月三十	9月30日 (旧暦)
十月三十	10月30日 (旧暦)
十月二十	10月20日 (旧暦)
九月二十	9月20日 (旧暦)
九月廿四	9月24日 (旧暦)
十一月初十	11月10日 (旧暦)
九月廿一	9月21日 (旧暦)
十月初一	10月1日 (旧暦)
八月初七	8月7日 (旧暦)
八月廿一	8月21日 (旧暦)
十一月初五	11月5日 (旧暦)
太康	太康
九月初七	9月7日 (旧暦)
九月十六	9月16日 (旧暦)
十月初五	10月5日 (旧暦)
黃初	黄初
十一月初八	11月8日 (旧暦)
九月廿九	9月29日 (旧暦)
十月十七	10月17日 (旧暦)
十月初十	10月10日 (旧暦)
十一月初一	11月1日 (旧暦)
八月十八	8月18日 (旧暦)
十一月初六	11月6日 (旧暦)
九月十八	9月18日 (旧暦)
八月十三	8月13日 (旧暦)
八月十二	8月12日 (旧暦)
九月廿六	9月26日 (旧暦)
十月廿四	10月24日 (旧暦)
九月十二	9月12日 (旧暦)
十一月十二	11月12日 (旧暦)
八月三十	8月30日 (旧暦)
十一月初九	11月9日 (旧暦)
九月十九	9月19日 (旧暦)
九月初九	9月9日 (旧暦)
十一月十六	11月16日 (旧暦)
扣針	安全ピン
十一月十七	11月17日 (旧暦)
十一月十一	11月11日 (旧暦)
洪熙	洪熙
八月廿三	8月23日 (旧暦)
九月初二	9月2日 (旧暦)
九月初六	9月6日 (旧暦)
九月初八	9月8日 (旧暦)
十月初四	10月4日 (旧暦)
十月十四	10月14日 (旧暦)
九月廿三	9月23日 (旧暦)
八月十九	8月19日 (旧暦)
十月初三	10月3日 (旧暦)
十一月初七	11月7日 (旧暦)
八月初六	8月6日 (旧暦)
十月廿三	10月23日 (旧暦)
十月十八	10月18日 (旧暦)
八月廿六	8月26日 (旧暦)
十月初七	10月7日 (旧暦)
九月初三	9月3日 (旧暦)
八月廿七	8月27日 (旧暦)
十一月十五	11月15日 (旧暦)
十月十六	10月16日 (旧暦)
十月廿六	10月26日 (旧暦)
七月三十	7月30日 (旧暦)
十月廿八	10月28日 (旧暦)
粉絲	春雨 (食品)
十一月二十	11月20日 (旧暦)
十二月初二	12月2日 (旧暦)
十二月廿四	12月24日 (旧暦)
十二月初八	12月8日 (旧暦)
十二月初六	12月6日 (旧暦)
十一月十八	11月18日 (旧暦)
十二月初十	12月10日 (旧暦)
十二月廿二	12月22日 (旧暦)
十二月廿三	12月23日 (旧暦)
十二月初九	12月9日 (旧暦)
十一月廿二	11月22日 (旧暦)
十二月廿八	12月28日 (旧暦)
十一月十九	11月19日 (旧暦)
十一月廿三	11月23日 (旧暦)
十二月初四	12月4日 (旧暦)
十二月十三	12月13日 (旧暦)
十一月廿九	11月29日 (旧暦)
十二月初五	12月5日 (旧暦)
九月	9月 (旧暦)
十二月十六	12月16日 (旧暦)
十二月十四	12月14日 (旧暦)
十二月十七	12月17日 (旧暦)
十二月廿五	12月25日 (旧暦)
皇室訓令	皇室訓令
宋王臺	宋王台
咖喱辣椒	超アブない激辛刑事 カリー&ペッパー
碳-14	炭素14
十二月十五	12月15日 (旧暦)
鴕鳥目	ダチョウ目
十一月廿六	11月26日 (旧暦)
十二月廿一	12月21日 (旧暦)
十二月十二	12月12日 (旧暦)
十二月廿七	12月27日 (旧暦)
自護公國	ジオン公国
十一月廿五	11月25日 (旧暦)
十二月初三	12月3日 (旧暦)
十二月十九	12月19日 (旧暦)
十二月廿九	12月29日 (旧暦)
十二月初一	12月1日 (旧暦)
十二月初七	12月7日 (旧暦)
十一月廿四	11月24日 (旧暦)
十二月二十	12月20日 (旧暦)
伊達市	伊達市
十二月三十	12月30日 (旧暦)
八月	8月 (旧暦)
十一月廿七	11月27日 (旧暦)
十一月廿一	11月21日 (旧暦)
十一月三十	11月30日 (旧暦)
十二月十八	12月18日 (旧暦)
十二月廿六	12月26日 (旧暦)
巨商網路遊戲	巨商伝
十一月廿八	11月28日 (旧暦)
十二月十一	12月11日 (旧暦)
十月	10月 (旧暦)
加里西亞文維基百科	ガリシア語版ウィキペディア
靜電感應	静電誘導
第1屆日本參議院議員通常選舉	第1回参議院議員通常選挙
日本列島	日本列島
手瓜	ゼローア
剎那	刹那
歸化	帰化
打令	恋人
第12屆日本參議院議員通常選舉	第12回参議院議員通常選挙
第11屆日本參議院議員通常選舉	第11回参議院議員通常選挙
比賽	競技
鮮奶咖啡	カフェ・ラッテ
椰汁	ココナッツミルク
購物公園站	購物公園駅
恆安站	恒安駅
屯門碼頭站	屯門埠頭駅
2R	2R
馬場站 (東鐵綫)	馬場駅 (香港)
香港新市鎮	香港のニュータウン
大劇院站 (深圳)	大劇院駅
瞓捩頸	肩こり
荃灣西站	セン湾西駅
第4屆日本參議院議員通常選舉	第4回参議院議員通常選挙
彭羚	キャス・パン
元朗站 (西鐵綫)	元朗駅
640	640
601	601
620	620
660	660
光呼吸	光呼吸
歌志內市	歌志内市
中國穿山甲	ミミセンザンコウ
瀧川市	滝川市
夢幻街少女	耳をすませば
深圳寶安國際機場	深セン宝安国際空港
頭髮	頭髪
北斗市	北斗市
煤氣	都市ガス
巴士專用綫	バスレーン
三笠市	三笠市
馬其頓文維基百科	マケドニア語版ウィキペディア
角仔	闘鶏餃
關帝廟	関帝廟
驗尿	尿検査
英國人	イギリス人
喼汁	ウスターソース
地球聯邦	地球連邦
第33屆日本眾議院議員總選舉	第33回衆議院議員総選挙
遊民	ホーボー
自動波	オートマチックトランスミッション
UTC-0:25	UTC-0:25
田	農地
高射炮	高射砲
羅湖站 (深圳地鐵)	羅湖駅 (深セン市)
東京街	東京街
胡恩威	胡恩威
香港移動通訊有限公司	香港移動通訊
東安	東安
1996年八仙嶺山火	八仙嶺山火事遭難事故
選舉委員會	選挙委員会 (香港)
東京迪士尼樂園	東京ディズニーランド
安定站	安定駅
世界之窗站	世界之窓駅
香港中學文憑	香港中学文憑
薑汁撞奶	生姜牛乳プリン
老街站	老街駅
內排國際機場	ノイバイ国際空港
亞洲奧林匹克理事會	アジアオリンピック評議会
八十後	80後
鐵冬青	クロガネモチ
百米	ヘクトメートル
閪	女性器
布吉市	テーサバーンナコーン・プーケット
第38屆日本眾議院議員總選舉	第38回衆議院議員総選挙
文匯報 (香港)	文匯報 (香港)
任天堂DS Lite	ニンテンドーDS Lite
白日夢	白昼夢
燒結	焼結
中國人民解放軍駐香港部隊大廈	中国人民解放軍駐香港部隊ビル
卯	卯
水星凌日 (木星)	水星の日面通過 (木星)
水星凌日 (土星)	水星の日面通過 (土星)
祭足	祭仲
中川郡	中川郡
ESP 結他	イーエスピー
卡維尼	クローリー (イングランド)
金星凌日 (木星)	金星の日面通過 (木星)
241	241
229	229
地球凌日 (木星)	地球の日面通過 (木星)
廖啓智	リウ・カイチー
240	240
蘋果日報	蘋果日報
242	242
239	239
223	223
靜電	静電気
2090年代	2090年代
神社	神社
梳乎厘	スフレ
友愛站	友愛駅
青山村站	青山村駅
屯門醫院站	屯門医院駅
全唐詩	全唐詩
青雲站	青雲駅
銀座站 (輕鐵)	銀座駅 (香港)
利蘭Atlantean	レイランド・アトランティアン
龍門站	龍門駅 (香港)
淮軍	淮軍
軟件畫則	ソフトウェアアーキテクチャ
無量大數	無量大数
大地之歌	大地の歌
寵物小精靈 (1997年至2002年動畫)	ポケットモンスター (1997-2002年のアニメ)
維基菢蛋機	ウィキメディア・インキュベーター
百頁	センマイ
騎師	騎手
打甂爐	火鍋
正義仗	正戦論
自助餐	食べ放題
2005年死	訃報 2005年
輕鐵車廠站	軽鉄車廠駅
勞動節	レイバー・デー (アメリカ合衆国)
十米	デカメートル
笙	笙
俄國牛柳絲	ビーフストロガノフ
綠樹蟒	ミドリニシキヘビ
中國共產黨中央委員會總書記	中国共産党中央委員会総書記
船主	船長
Toeplitz矩陣	テプリッツ行列
亞爾班奴湖	アルバーノ湖
全國民主聯盟	国民民主連盟
不可思議	不可思議
部首	部首
電磁力	電磁相互作用
薄褸	ジャケット
毛 (搞清楚)	毛
康熙字典	康熙字典
623	623
505	505
551	551
511	511
垃圾嘢食	ジャンクフード
膠鴨仔	ラバー・ダック
575	575
506	506
日式上湯	出汁
食具	テーブルウェア
Luna Sea (專輯)	LUNA SEA (アルバム)
銀星勳章	シルバースター
洗衫	洗濯
222	222
216	216
217	217
221	221
215	215
214	214
213	213
瀋陽故宮	瀋陽故宮
聖誕布甸	クリスマスプディング
顧客	顧客
Beyond	BEYOND
粵語流行曲	香港ポップス
武廣客運專線	武広旅客専用線
越捷航空	ベトジェットエア
New Routemaster	ニュー・バス・フォー・ロンドン
金屬鹵化物燈	メタルハライドランプ
藏酋猴	チベットマカク
死亡遊戲	死亡遊戯
日高町	日高町
Yellow Magic Orchestra	イエロー・マジック・オーケストラ
比特梵德	BitDefender
森町	森町
炸	揚げる
內幕交易	内部者取引
彩陶文化	仰韶文化
花組	花組 (宝塚歌劇)
皮影戲	影絵
結他手	ギタリスト
BOY'Z	Sun Boy'z
巢湖市	巣湖市
青衣運動場	青衣運動場
蒲眉王	ラーマ9世
濕地公園站	湿地公園駅
美樂站	美楽駅
楊恭如	クリスティ・ヨン
香港小學一覽	香港の小学校一覧
蝴蝶站	蝴蝶駅
雪條	アイスキャンディー
香港國際機場旅客捷運系統	香港国際空港新交通システム
港鐵Rotem電動列車	香港地下鉄Rotem電車
港鐵都城嘉慕電動列車	香港地下鉄メトロキャメル電車 (直流)
天秀站	天秀駅
沙田	沙田
靈車	霊柩車
故宮 (搞清楚)	故宮 (曖昧さ回避)
集郵	切手収集
2048	2048
克力架	クラッカー (食品)
和合石	和合石
南昌站	南昌駅
煤氣燈	ガス灯
人蛇	不法滞在
外國口音症候群	外国語様アクセント症候群
粟米油	コーン油
保安	警備員
家樂氏	ケロッグ (企業)
花旗銀行	シティバンク、エヌ・エイ
234	234
251	251
冉耕	冉伯牛
225	225
捐精	精子提供
235	235
絲帶	リボン
504	504
騰訊QQ	テンセントQQ
510	510
肺水腫	肺水腫
650	650
502	502
愛情小說	恋愛小説
大五碼	Big5
鼻哥窿	鼻孔
金霸王	デュラセル
廣州市長	広州市長の一覧
Big4	四大
召喚夜響曲系列	サモンナイトシリーズ
中環至半山自動扶手電梯	中環至半山自動扶梯
維基百科一覽	Wikipedia:全言語版の統計
足球裁判	審判員 (サッカー)
新地	サンデー (デザート)
日高郡	日高郡
鴛鴦炒飯	鴛鴦炒飯
燕窩	燕の巣
2006年泰國軍事政變	タイ軍事クーデター (2006年)
玉皇大帝	玉皇大帝
我家3姊妹	うちの3姉妹
緊急醫療服務	救急隊
熟鐵	錬鉄
Key performance indicator	重要業績評価指標
國際數學人大會	国際数学者会議
畫架	額縁
宮藤官九郎	宮藤官九郎
田代政	田代まさし
FN Five-seveN手槍	FN Five-seveN
英國汽車控股	ブリティッシュ・モーター・ホールディングス
鹼性電芯	アルカリマンガン乾電池
Designline	デザインライン
笑死	笑い死に
2012年埃及總統選舉	2012年エジプト大統領選挙
差館	警察署
屎甲蟲	糞虫
光圈	F値
西遼	西遼
西崙足球代表隊	サッカーシーランド代表
火星凌日 (土星)	火星の日面通過 (土星)
燈籠	提灯
御節料理	御節料理
鈴木盃足球錦標賽	東南アジアサッカー選手権
壽喜燒	すき焼き
校服	学校制服
貝寧人民共和國	ベナン人民共和国
廣州地鐵5號綫	広州地下鉄5号線
珠江新城旅客自動輸送系統	珠江新城新交通システム線
廣州地鐵3號綫	広州地下鉄3号線
廣州地鐵8號綫	広州地下鉄8号線
1000000000000	1000000000000
茶包	ティーバッグ
廣州地鐵4號綫	広州地下鉄4号線
熟食中心	ホーカーセンター
碼頭	桟橋
上川郡	上川郡
砝碼	分銅
賓陽	賓陽県
橄欖綠	オリーブ色
筑後國	筑後国
JR	JR
第1屆不丹國民議會選舉	2008年ブータン総選挙
雞肉	鶏肉
中華民國國歌	中華民国国歌
薔薇少女	ローゼンメイデン
委員會	委員会
伊索寓言	イソップ寓話
大鴉洲	大鴉洲
第46屆日本眾議院議員總選舉	第46回衆議院議員総選挙
末日危城	ダンジョン・シージ
乾瑤柱	干貝
碘酒	ヨードチンキ
珍多冰	チェンドル
蘇梅國際機場	サムイ空港
日野車廠	日野自動車
泥鯭	アイゴ
深圳地鐵	深セン地下鉄
屯門足球隊	屯門体育会足球隊
2006年5月爪哇地震	ジャワ島中部地震
未 (地支)	未
洋樓	西洋館
特殊函數	特殊関数
福綿	福綿管理区
日本柚	ユズ
北區 (香港)	北区 (香港)
毛南族	マオナン族
仫佬族	ムーラオ族
繁忙時間	ラッシュ時
國際電話	国際電話
西遊記第壹佰零壹回之月光寶盒	チャイニーズ・オデッセイ
Ghost Rider	ゴーストライダー
地球凌日 (海王星)	地球の日面通過 (海王星)
地球凌日 (天王星)	地球の日面通過 (天王星)
水星凌日 (海王星)	水星の日面通過 (海王星)
金星凌日 (海王星)	金星の日面通過 (海王星)
新人鬼情未了	ゴースト もういちど抱きしめたい
午 (地支)	午
士乾	スコーン
車頭燈	前照灯
電髮	パーマネントウエーブ
勃生	パテイン
電槍	スタンガン
掣	押しボタン
元朗區	元朗区
童軍運動	ボーイスカウト
陰蒂	陰核
文雀	スリ
生粉	タピオカ
死飛單車	固定ギア
羣論	群論
定量放鬆	量的金融緩和政策
網上管理員	システムオペレーター
漢水	漢江 (中国)
蓋爾文同盟	ゲール語連盟
環境倫理	環境倫理学
文具	文房具
忠靈塔	忠霊塔
雷州半島	雷州半島
啟動磁區	ブートセクタ
電磁軌道炮	レールガン
布朗裁決	ブラウン対教育委員会裁判
Euler-Lagrange 方程	オイラー＝ラグランジュ方程式
明尼阿波利斯－聖保羅國際機場	ミネアポリス・セントポール国際空港
鈴木福	鈴木福
觀塘區	観塘区
開平碉樓	開平楼閣と村落
等腰三角形	二等辺三角形
新西敏	ニューウエストミンスター
寸	寸
両	両
卡邦拿意粉	カルボナーラ
飲嘢	飲む
溫哥華架空列車	バンクーバー・スカイトレイン
拖鞋	スリッパ
梳邦	スバン・ジャヤ
三國志大戰	三国志大戦
少年宮站	少年宮駅
江若琳	エレイン・コン
市民中心站 (深圳地鐵)	市民中心駅
出前一丁	出前一丁
五山站	五山駅
Aeon信貸	イオンクレジットサービス
羅湖口岸	羅湖口岸
拱北口岸	拱北口岸
葵青區	葵青区
開襟冷衫	カーディガン
大埔運動場	大埔運動場
小人	小人
亥 (地支)	亥
老撾內戰	ラオス内戦
塔加洛文維基百科	タガログ語版ウィキペディア
大埔區	大埔区
小丸子	団子
河粉	河粉
黃大仙區	黄大仙区
荃灣區	セン湾区
粥	粥
莊園大屋	マナー・ハウス
藍船旗	ブルー・エンサイン
上契	義兄弟
中華民國總統	中華民国総統
滕海濱	滕海浜
博白	博白県
趙眜	趙バツ
十三么	国士無双
清新	清新県
東亞語文排列方向	縦書きと横書き
泰王	タイ君主一覧
樹頭蛋糕	ビュッシュ・ド・ノエル
2070年	2070年
美國航空一號班機	アメリカン航空1便墜落事故
江原	江原道
上市公司	公開会社
斤	斤
新柔長堤	ジョホール・シンガポール・コーズウェイ
孖煙通	トランクス
51	51
金融海嘯	世界金融危機 (2007年-)
救火	消防
防火帶	防火帯
白電油	ナフサ
鋰電池	リチウム電池
三井	三井グループ
224	224
金甌機場	カマウ空港
通宵	徹夜
主音結他手	リードギター
俗語	口語
生鐵	銑鉄
柔順劑	柔軟剤
大力神喺紐約	SF超人ヘラクレス
濱北鐵路	浜北線
謝天華	マイケル・ツェー
森巴榮耀	ブラズーカ
電移位切試驗	ゲルシフトアッセイ
民主進步黨	民主進歩党
大事件	ブレイキング・ニュース (映画)
綿羊豬	マンガリッツァ
己亥	己亥
甲寅	甲寅
子集公理	公理的集合論
癸卯	癸卯
庚戌	庚戌
丙辰	丙辰
辛酉	辛酉
甲辰	甲辰
戊申	戊申
乙卯	乙卯
己未	己未
癸亥	癸亥
戊戌	戊戌
甲午	甲午
壬戌	壬戌
辛丑	辛丑
庚子	庚子
壬子	壬子
戊午	戊午
乙巳	乙巳
辛亥	辛亥
丁未	丁未
癸巳	癸巳
己酉	己酉
丁巳	丁巳
十二月	12月 (旧暦)
三菱Fuso Aero Midi	三菱ふそう・エアロミディ
八爪魚丸	たこ焼き
簡	竹簡
笑氣	亜酸化窒素
杜牙根	3Mix-MP法
三菱Fuso Aero Ace	三菱ふそう・エアロエース
十一月	11月 (旧暦)
布里斯本河	ブリスベン川
正月初二	1月2日 (旧暦)
正月初一	1月1日 (旧暦)
第19屆日本參議院議員通常選舉	第19回参議院議員通常選挙
青檸綠	ライムグリーン
德涅斯特河沿岸共和國	沿ドニエストル共和国
東方Project	東方Project
鉛心筆	シャープペンシル
英文虎報	英文虎報
朝日電視台	テレビ朝日
456	456
邊個波士唔抵死	モンスター上司
Kolbe-Schmitt反應	コルベ・シュミット反応
Donna Donna	ドナドナ
日本標準時間	日本標準時
NHK綜合台	NHK総合テレビジョン
杏仁豆腐	杏仁豆腐
動物園一覽	動物園の一覧
廣深港高速鐵路	広深港高速鉄道
分液漏斗	分液漏斗
梘粉	合成洗剤
底物水平磷酸化	基質レベルのリン酸化
東亞足球錦標賽	東アジアカップ
貝賽特氏症	ベーチェット病
火花	火花
建元 (漢)	建元 (漢)
魏 (戰國)	魏 (戦国)
吳 (周)	呉 (春秋)
女真字	女真文字
柳江	柳江県
246	246
273	273
244	244
276	276
313	313
284	284
238	238
360	360
236	236
496	496
556	556
偷換概念	ストローマン
254	254
237	237
232	232
F大調	ヘ長調
Help:目錄	Help:目次
開信刀	ペーパーナイフ
Wikipedia:指導	Wikipedia:ガイドブック
紅清真寺	ラール・マスジド
龍蝦	イセエビ科
天河區	天河区
摩利斯遮宿角	モリス・ジェサップ岬
鐘鼎文	金文
灰甲	爪白癬
戊戌變法	戊戌の変法
311	311
322	322
315	315
澎湖列島	澎湖諸島
坡頭	坡頭区
573	573
奶茶	ミルクティー
京士頓	キングストン
Puffy	PUFFY
樣似郡	様似郡
271	271
442	442
蘭里市 (大溫哥華地區)	ラングリー (ブリティッシュコロンビア州)
龍門 (廣東)	竜門県
電動單車	電動自転車
汗斑	癜風
碘一三一	ヨウ素131
拖肥糖	トフィー
基輔級航空母艦	キエフ級航空母艦
今金町	今金町
天河體育中心	天河体育中心体育場
南方群島	オーストラル諸島
GODIVA Chocolatier	ゴディバ
2007年環球小姐競選	ミス・ユニバース2007
京津城際鐵路	京津都市間鉄道
花狹口蛙	アジアジムグリガエル
南丫島	南丫島
寶礦力水特	ポカリスエット
第21屆日本參議院議員通常選舉	第21回参議院議員通常選挙
埃文達芝士	エメンタールチーズ
馬蹄 (植物)	シログワイ
.hack//SIGN	.hack//SIGN
第22屆日本參議院議員通常選舉	第22回参議院議員通常選挙
南雄	南雄市
ISO/IEC 8859-1	ISO/IEC 8859-1
房貸美	連邦住宅金融抵当公庫
波堅尼	ブルキニ
益力多	ヤクルト本社
摩洛哥薄荷茶	アッツァイ
麻美由真	麻美ゆま
體 (幾何)	立体
珍寶珠	チュッパチャプス
AEC Routemaster	ルートマスター
馬士弼島	マスバテ島
弗林德斯島 (塔斯曼尼亞)	フリンダース島
Setra	ゼトラ
新浪網	新浪
電單車頭盔	ヘルメット (オートバイ)
星式英文	シングリッシュ
韋斯咸	ウェスト・ハム
武嘩度	モバード (時計)
312	312
253	253
木蝨	トコジラミ
永修	永修県
298	298
455	455
277	277
314	314
316	316
330	330
325	325
報價	見積
226	226
299	299
320	320
履帶	無限軌道
佩尼謝	ペニシェ
妹背牛町	妹背牛町
重慶大廈	重慶大厦
柳城	柳城県
陵水	陵水リー族自治県
順德	順徳区
米高·哥連斯 (搞清楚)	マイケル・コリンズ
小巴	マイクロバス
沙鯭	カワハギ科
番禺	番禺区
287	287
立禾治堅設計局	S・A・ラヴォーチキン記念科学製造合同
回歸法 (以色列)	帰還法
同盟會	中国同盟会
美蘭	美蘭区
岡本眞夜	岡本真夜
三角尺	三角定規
藏書樓	スウェーデン国立図書館
巴士站	バス停留所
泊車咪錶	パーキングメーター
波打	ポーター (ビール)
Hævnen	未来を生きる君たちへ
費格遜市 (密蘇里州)	ファーガソン (ミズーリ州)
羊群效應	バンドワゴン効果
平樂	平楽県
拆禮物日	ボクシング・デー
旁置成本	埋没費用
王盛德	ラッセル・ウォン
氈酒	ジン (蒸留酒)
288	288
爾冬陞	イー・トンシン
氯氟烴	フロン類
骨灰罌	骨壺
油門	スロットル
塔斯曼尼亞大學	タスマニア大学
域多利城	ヴィクトリア市
桂平	桂平市
狗仔式	犬掻き
功能電話	フィーチャー・フォン
Plane	プレーン
金栗四三	金栗四三
狂人日記	狂人日記 (魯迅の小説)
艾辛	マイケル・エッシェン
清萊國際機場	チェンライ国際空港
童星	子役
牛奶過敏	牛乳アレルギー
乍奇布數	ジャック・パーセル
2089年	2089年
荷蘭電影	オランダの映画
集美	集美区
瑞穗町	瑞穂町
ISO/IEC 8859-8	ISO/IEC 8859-8
魚峰	魚峰区
俄羅斯空降兵部隊	ロシア空挺軍
中華電力	CLPホールディングス
電動牙刷	電動歯ブラシ
魁北克法文	ケベック・フランス語
薩彿托雷費拉格慕	サルヴァトーレ・フェラガモ
海音寺潮五郎	海音寺潮五郎
伊尹	伊尹
SUGIZO	SUGIZO
費孝通	費孝通
許冠英	リッキー・ホイ
肉骨茶	肉骨茶
渣龍功路	ジャルンクルン通り
少校	少佐
海東市	海東市
朱權	朱権
街道辦事處	街道弁事所
匡衡	匡衡
廣東省人民體育場	広東省人民体育場
深圳廣播電影電視集團	深セン電視台
邊境禁區	香港辺境禁区
屯門區	屯門区
九龍城區	九龍城区
南區 (香港)	南区 (香港)
灣仔區	湾仔区
八行五保	八行五保
野比玉子	野比玉子
福田站	福田駅 (深セン市)
野比大助	野比のび助
美里	ミリ (サラワク州)
湯怡	湯怡
小肥	テレンス・チョイ
布吉站	布吉駅 (深セン地下鉄)
深水埗運動場	深水ホ運動場
虎門站	虎門駅
血管	血管
譚拔士	デール・テンペスト
前日	一昨日
Tor函子	Tor関手
闖關東	闖関東
港島綫	港島線
迪士尼綫	迪士尼線
馬鞍山綫	馬鞍山線
東鐵綫	東鉄線
將軍澳綫	将軍澳線
東涌綫	東涌線
西鐵綫	西鉄線
麪包機	ホームベーカリー
廣寧	広寧県
香港大球場	香港スタジアム
英皇制誥 (香港)	英皇制誥
將軍澳運動場	将軍澳運動場
2024年夏季奧林匹克運動會	2024年夏季オリンピック
HOMFLY 多項式	ホンフリー多項式
美孚站	美孚駅
粉嶺站	粉嶺駅
太和站 (香港)	太和駅
史提夫斯頓	スティーブストン
尖東站	尖東駅
大學站 (東鐵綫)	大学駅 (香港)
前海灣站	前海湾駅
紅磡站	紅カン駅
馮德倫	スティーヴン・フォン
九龍塘站	九龍塘駅
尖沙咀站	尖沙咀駅
大埔墟站	大埔墟駅
兆康站	兆康駅
萬寧 (海南)	万寧市
文昌	文昌市
西悉尼流浪者足球會	ウェスタン・シドニー・ワンダラーズFC
揸車	運転
寧波軌道交通	寧波軌道交通
楓溪	楓渓区
羅湖區	羅湖区
鹽田區	塩田区
龍崗區	竜崗区
五指山市	五指山市
沸點	沸点
瓊海	瓊海市
草原	草原
彥根城	彦根城
阿壩藏族羌族自治州	アバ・チベット族チャン族自治州
合縱	合従連衡
河蟹	河蟹
四川地震一覽	四川省の地震一覧
白眉神	盗跖
寶安中心站	宝安中心駅
黃貝嶺站	黄貝嶺駅
Hecke 代數	ヘッケ環
泗河	泗河
賓福特	ブレントフォード
旺角站	旺角駅
武昌	武昌区
儋州	ダン州市
汶川	ブン川県
沙吞路	サートン通り
Pepper Lunch	ペッパーランチ
武鳴	武鳴県
許懷欣	ライアン・ホイ
社會主義好	社会主義は好い
定安	定安県
瓊山	瓊山区
屯昌	屯昌県
Cap	キャップ
Cat	CAT
天長	天長市
中國京城	中国の首都
海珠區	海珠区
奧尻町	奥尻町
九龍城寨	九龍城砦
路環	コロアネ島
小笠原村	小笠原村
越秀區	越秀区
洞爺湖町	洞爺湖町
羅定	羅定市
影碟機	CDプレーヤー
中信股份	CITICパシフィック
黃埔區	黄埔区
南海 (廣東)	南海区
信宜	信宜市
隆安	隆安県
馬山	馬山県
新會	新会区
從化	従化区
連山 (廣東)	連山チワン族ヤオ族自治県
樂昌	楽昌市
連州	連州市
高要	高要市
芙蓉區	芙蓉区
興寧	興寧市
鶴山	鶴山市
陽春	陽春市
鼓浪嶼	鼓浪嶼
同安	同安区
陸豐	陸豊市
瀏陽	瀏陽市
瑞金	瑞金市
海曙區	海曙区
社會民主連線	社会民主連線
辣油	ラー油
XO醬	XO醤
宮內洋	宮内洋
昌江	昌江リー族自治県
瓊中	瓊中リー族ミャオ族自治県
憑祥	憑祥市
風切變	ウインドシア
宜州	宜州市
澄海	澄海区
英德	英徳市
臨高	臨高県
畫師	画家
融水	融水ミャオ族自治県
日本麻雀計番	麻雀の役一覧
賣身契	Mr.Boo!インベーダー作戦
蚌碰站	プロームポン駅
天才與白痴	Mr.Boo!天才とおバカ
海心沙	海心沙島
岸甩站	オンヌット駅
沙蟹科	スナガニ科
莎芬娜	ディナラ・サフィナ
胃	胃
RIVA 128	NVIDIA RIVA
酒海代	ネクタリス代
雨海代	前期インブリウム代
牛皮膠紙	ダクトテープ
美人樹	トックリキワタ
普天間海軍陸戰隊航空基地	普天間飛行場
荷爾芭莉	ハル・ベリー
倉頡中文輸入法	倉頡輸入法
倉頡	蒼頡
蒼梧	蒼梧県
驅動程式	デバイスドライバ
Capistrano	Capistrano
三個骨	サブリナパンツ
香港航空	香港航空
